Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tools.descartes.teastore.webui/product?id=156,3,0,1200.0,1410.0802913308144,1155.8208329952322,1848.265957989497,102350.0,0.08266405724179456,0.0,1200,1200,1800,1800,1800,1800,1800,1800,1800,1800,1800
GET,/tools.descartes.teastore.webui/product?id=157,2,0,1000.0,1278.2233545003692,999.3358750070911,1557.1108339936472,105447.0,0.0551093714945297,0.0,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
GET,/tools.descartes.teastore.webui/product?id=158,1,0,1284.877875004895,1284.877875004895,1284.877875004895,1284.877875004895,103271.0,0.02755468574726485,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
GET,/tools.descartes.teastore.webui/product?id=160,2,0,630.0,1312.3265624890337,626.892999978736,1997.7601249993313,102577.0,0.0551093714945297,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
GET,/tools.descartes.teastore.webui/product?id=161,3,0,1100.0,1102.2238753309164,1018.6140840232838,1199.9450419971254,102079.0,0.08266405724179456,0.0,1100,1100,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/tools.descartes.teastore.webui/product?id=162,2,0,332.4574999860488,606.2173124955734,332.4574999860488,879.9771250050981,102796.0,0.0551093714945297,0.0,880,880,880,880,880,880,880,880,880,880,880
GET,/tools.descartes.teastore.webui/product?id=164,1,0,1303.0351249908563,1303.0351249908563,1303.0351249908563,1303.0351249908563,104173.0,0.02755468574726485,0.0,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
GET,/tools.descartes.teastore.webui/product?id=166,2,0,210.0,214.94525000161957,209.99550001579337,219.89499998744577,102714.0,0.0551093714945297,0.0,220,220,220,220,220,220,220,220,220,220,220
GET,/tools.descartes.teastore.webui/product?id=167,2,0,700.7140000059735,840.6847709993599,700.7140000059735,980.6555419927463,103864.0,0.0551093714945297,0.0,980,980,980,980,980,980,980,980,980,980,980
GET,/tools.descartes.teastore.webui/product?id=168,2,0,1192.8277500264812,1188.5776460112538,1184.3275419960264,1192.8277500264812,103346.0,0.0551093714945297,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
GET,/tools.descartes.teastore.webui/product?id=17,1,0,1733.7000420084223,1733.7000420084223,1733.7000420084223,1733.7000420084223,104688.0,0.02755468574726485,0.0,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700,1700
GET,/tools.descartes.teastore.webui/product?id=170,1,0,1933.8524579943623,1933.8524579943623,1933.8524579943623,1933.8524579943623,103227.0,0.02755468574726485,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
GET,/tools.descartes.teastore.webui/product?id=171,1,0,1544.9156670074444,1544.9156670074444,1544.9156670074444,1544.9156670074444,104018.0,0.02755468574726485,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
GET,/tools.descartes.teastore.webui/product?id=172,1,0,381.1610840202775,381.1610840202775,381.1610840202775,381.1610840202775,103714.0,0.02755468574726485,0.0,380,380,380,380,380,380,380,380,380,380,380
GET,/tools.descartes.teastore.webui/product?id=173,2,0,1600.0,1678.479645488551,1586.2727079947945,1770.6865829823073,104159.0,0.0551093714945297,0.0,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
GET,/tools.descartes.teastore.webui/product?id=174,2,0,820.0,961.8677294929512,816.7340839863755,1107.001374999527,102607.0,0.0551093714945297,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/tools.descartes.teastore.webui/product?id=175,2,0,1114.3623749958351,1135.6796250038315,1114.3623749958351,1156.9968750118278,103274.0,0.0551093714945297,0.0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
