Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=160,5,0,550.0,578.9160490036011,475.58281291276217,712.0925369672477,28924.4,0.041902972210360566,0.0,550,630,630,710,710,710,710,710,710,710,710
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=161,3,0,740.0,693.4383297339082,544.9324673973024,795.200296677649,28772.666666666668,0.02514178332621634,0.0,740,740,800,800,800,800,800,800,800,800,800
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=162,1,0,788.9878251589835,788.9878251589835,788.9878251589835,788.9878251589835,29346.0,0.008380594442072113,0.0,790,790,790,790,790,790,790,790,790,790,790
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=163,6,0,660.0,724.7522548617175,325.17949119210243,1127.2791549563408,28872.666666666668,0.05028356665243268,0.0,730,730,980,980,1100,1100,1100,1100,1100,1100,1100
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=164,7,0,630.0,652.5048236362636,460.99422965198755,881.6091581247747,28547.571428571428,0.05866416109450479,0.0,630,700,850,850,880,880,880,880,880,880,880
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=165,6,0,500.0,534.3817537650466,381.38145999982953,759.4174989499152,28613.333333333332,0.05028356665243268,0.0,530,530,600,600,760,760,760,760,760,760,760
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=166,6,0,500.0,571.2660368687162,412.28544525802135,908.0735323950648,28606.166666666668,0.05028356665243268,0.0,540,540,590,590,910,910,910,910,910,910,910
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=167,5,0,680.0,620.4181274399161,373.0780491605401,829.3970092199743,29237.0,0.041902972210360566,0.0,680,830,830,830,830,830,830,830,830,830,830
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=168,7,0,650.0,691.9793813223285,476.7373478971422,1131.3090212643147,28957.14285714286,0.05866416109450479,0.0,650,660,840,840,1100,1100,1100,1100,1100,1100,1100
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=169,2,0,450.0,540.111442329362,445.89639781042933,634.3264868482947,28785.5,0.016761188884144226,0.0,630,630,630,630,630,630,630,630,630,630,630
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=17,7,0,530.0,635.843656158873,391.8244568631053,909.5925269648433,28617.14285714286,0.05866416109450479,0.0,530,770,860,860,910,910,910,910,910,910,910
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=170,4,0,520.0,790.329827577807,493.9262750558555,1382.9792700707912,28803.25,0.03352237776828845,0.0,760,760,1400,1400,1400,1400,1400,1400,1400,1400,1400
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=171,7,0,630.0,619.5107405739171,326.9769991748035,867.3419621773064,28481.428571428572,0.05866416109450479,0.0,630,760,810,810,870,870,870,870,870,870,870
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=172,4,0,460.0,623.6951253376901,196.2749632075429,1016.50136616081,28518.5,0.03352237776828845,0.0,820,820,1000,1000,1000,1000,1000,1000,1000,1000,1000
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=173,8,0,520.0,593.0401846417226,439.8089009337127,896.0887757129967,28781.875,0.0670447555365769,0.0,560,590,780,780,900,900,900,900,900,900,900
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=174,3,0,500.0,669.8121326044202,404.6039320528507,1104.6141190454364,28396.0,0.02514178332621634,0.0,500,500,1100,1100,1100,1100,1100,1100,1100,1100,1100
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=175,5,0,600.0,743.3053855784237,389.6877309307456,1579.936543945223,28325.4,0.041902972210360566,0.0,600,610,610,1600,1600,1600,1600,1600,1600,1600,1600
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=176,5,0,720.0,712.8911001607776,581.0700710862875,823.4198247082531,28919.2,0.041902972210360566,0.0,720,760,760,820,820,820,820,820,820,820,820
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=177,3,0,700.0,631.9136703386903,391.96310890838504,805.0235291011631,28798.333333333332,0.02514178332621634,0.0,700,700,810,810,810,810,810,810,810,810,810
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=178,7,0,710.0,703.3711037864642,440.5711111612618,879.0526366792619,29047.714285714286,0.05866416109450479,0.0,710,820,850,850,880,880,880,880,880,880,880
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=179,5,0,450.0,475.2551378682256,338.26059428974986,629.0338560938835,28327.6,0.041902972210360566,0.0,450,550,550,630,630,630,630,630,630,630,630
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=18,3,0,610.0,676.9888234945635,516.829791944474,899.4581098668277,28607.666666666668,0.02514178332621634,0.0,610,610,900,900,900,900,900,900,900,900,900
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=180,3,0,640.0,645.8803637263676,356.1380757018924,946.041430812329,29164.0,0.02514178332621634,0.0,640,640,950,950,950,950,950,950,950,950,950
